review_business_price_range_detail,review_rating,review_business_number_rating,review_business_price_range,review_content,review_business_rating,review_business_reviews_count,review_business_name
"
                        $11-30
                    ",3.0,,2,The food was good but we were sandwiched next to an arguing couple so the relaxing evening was disrupted by that. The server although very nice was very slow. As a result of this we were 8 minutes late back to the parking meter and got a $63 ticket. In addition to that the homeless people residing on the sidewalk across the street started a small fire in the gutter next to the car.,4.0,489.0,"
        Il Capriccio on Vermont
    "
"
                        $11-30
                    ",1.0,,2,"Yes, it's an absolute NO. Looking at the way you responded with my complaints at the very first incident, it definitely explained why we were treated so bad at your restaurant and for me, it truly defined your understanding of what hospitality is. Again, NO but thank you!",4.0,489.0,"
        Il Capriccio on Vermont
    "
"
                        $11-30
                    ",5.0,,2,After coming here for over 6 years I can say that the food here is very consistent. I mostly come here during lunch. They make their soup and sauces from scratch. Sometimes they offer homemade pasta. Their bread is freshly baked and is served with an amazing tapenade. I love their sauted vegetables and often order a side of them for lunch. I love coming here knowing that I'll be having something good every single time!,4.0,489.0,"
        Il Capriccio on Vermont
    "
"
                        $11-30
                    ",4.0,,2,"This is a great restaurant. Very authentic Italian food. Lots of options and special courses. I had ravioli with roasted rabbit in the square. So delicious. I lov their open kitchen cause it smells sooo good! The waiter is really helpful and they even fave you free desert. So don't forget to check in and get the delicious tiramisu! Probably one of the best tiramisu I have ever had. Not too sweet and has this elegant fragrance. I guess parking is a problem. We didn't drive. Maybe valet? Also the tables are very close to each other. So if you are looking for a bit more intimacy, this is not the right place. But if you want to try great Italian food, feel the passion of Italian people, and get great desert, you should come here~",4.0,489.0,"
        Il Capriccio on Vermont
    "
"
                        $11-30
                    ",4.0,,2,"I ordered 2 different salads, both were delicious, but one had way too much fava beans. Liver pate was creamy and good, but slightly room temperature...as if they left out for a while I ordered the squid ink pasta, which was amazing! I recommend this dish to everyone! Overall the experience was great and I generally did enjoy the food.",4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",2.0,,2,"I was really disappointed with the experience at Franco's. Unfortunately, I'd have to say that there are plenty of better Italian restaurants that are also priced better than this place.",4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",5.0,,2,"Franco on Melrose may be my new go-to spot for Italian in the city. It certainly would be if it were a bit farther east. It's a perfect place in many ways. It's easy and affordable, with good food, service, and atmosphere. I'd have to think hard for something to complain about.",4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",5.0,,2,Couldn't find a better deal in town.,4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",5.0,,2,Franco's  fantastico. ,4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",5.0,,2,"Food is fantastic. The ambience is very nice; a very good place to have a romantic date. Also, Jaime is the best and funniest manager.",4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",3.0,,2,"While the back patio is nice, you walk in through this a weird area in the front where the bus boys are hanging out that is a bit awkward and takes away from the first impression. I think that it's the contrast between what you expect when you first walk in to the ivy covered walls in the back that makes people gush about how nice the patio is. Don't get me wrong, it's nice, but it's not go-out-of-your-way-to-see-this nice.",4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",5.0,,2,"I was blown away by this restaurant! It doesn't look much from outside but once u walk in.. It's beyond words!!! My friend and I went for dinner and we were both blown away by our meal, the service and the atmosphere!! Very romantic and well decorated!! Our meal was spectacular!! I couldn't stop eating!! We connected so well with our waiter! I had the lobster special we had the zucchini blossom appetizer (no photo but sooooo good!) and we also got two desserts tiramisu and panna cotta!! Franco even made an appearance to check on our meal!! I hardly ever go back to the same place as I like to try new restaurants but any given day I would go back!! This place is a must!!!!",4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",2.0,,2,"Really pretty and festive Christmas decor. But, poor service to be honest.. Server didn't seem like he cared or was too interested. Manager was nice but that didn't go too far.",4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",5.0,,2,This place is amazing. Each dish is exciting and delicious. The owner is extremely friendly and helpful. I cannot wait to go back because everything I ordered was fantastic. I got the uni black ink pasta and it was the best sea urchin dish I have ever had. The dessert was also amazing. I got the panacotta and it was to die for.,4.0,523.0,"
        Franco On Melrose
    "
"
                        $11-30
                    ",5.0,,2,"Took a dinner party and everybody loved it. It's the best Italian food for the best price in the area. The squid ink is to die for, but really everything is fabulous. My friends wanted o return the next day. Service is superb and ambience just right for either big parties or romantic dinner. Still dreaming of savoring the squid ink pasta.",4.0,489.0,"
        Il Capriccio on Vermont
    "
"
                        $11-30
                    ",4.0,,2,"Lovely, small, dimly lit place. Friendly staff. Casual. ",4.0,489.0,"
        Il Capriccio on Vermont
    "
"
                        $11-30
                    ",5.0,,2,"The food is OUTSTANDING. I have been here a handful of times and it is consistently delicious. Except this last time I went I met the owner. Some older white haired short man. He was RUDE, we had an open table gift card that my friend bought for me for his restaurant and he kept arguing with me that it was probably for somewhere else. Mind you this whole time he wouldn't even let me finish my sentence, he was just going off on a tangent. Anyway, the good thing is that the food and other staff make up for him and he's not always there so that's good! I wonder if he is aware that sometimes no matter how good a place is people will refuse to give their business due to shitty service. oh well.",4.0,489.0,"
        Il Capriccio on Vermont
    "
"
                        $11-30
                    ",5.0,,2,"I order to go over the phone. I was craving Italian and wanted something close to work. You can order online but I had cash, online you have to pay we it a card. I called the restaurant instead and order over the phone. My phone sucks so I didn't realized I order Prosciutto on my caprese sandwich. My six dollar meal went up to 10. ",4.0,489.0,"
        Il Capriccio on Vermont
    "
